"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"783",14,"Drew Lock",SEA,"QB72","11","-","-","4 out of 5 stars","-"
"784",14,"Taysom Hill",FA,"TE184","-","-","-","-","-"
"785",14,"Dillon Gabriel",CLE,"QB73","11","-","-","4 out of 5 stars","-"
"786",14,"Thomas Fidone II",NYG,"TE185","8","-","-","3 out of 5 stars","-"
"787",15,"Davon Booth",CLE,"RB184","11","-","-","3 out of 5 stars","-"
"788",15,"Kyle Allen",BUF,"QB74","7","-","-","3 out of 5 stars","-"
"789",15,"Behren Morton",NE,"QB75","11","-","-","2 out of 5 stars","-"
"790",15,"Carson Wentz",MIN,"QB76","6","-","-","5 out of 5 stars","-"
"791",15,"Luke Altmyer",DET,"QB77","6","-","-","5 out of 5 stars","-"
"792",15,"Kurtis Rourke",SF,"QB78","8","-","-","1 out of 5 stars","-"
"793",15,"Sam Ehlinger",DEN,"QB79","10","-","-","3 out of 5 stars","-"
"794",15,"Joshua Dobbs",DET,"QB80","6","-","-","5 out of 5 stars","-"
"795",15,"Athan Kaliakmanis",WAS,"QB81","7","-","-","2 out of 5 stars","-"
"796",15,"Stetson Bennett IV",LAR,"QB82","11","-","-","3 out of 5 stars","-"
"797",15,"Nick Mullens",JAC,"QB83","7","-","-","4 out of 5 stars","-"
"798",15,"Brady Cook",NYJ,"QB84","13","-","-","4 out of 5 stars","-"
"799",15,"Jack Strand",ATL,"QB85","11","-","-","4 out of 5 stars","-"
"800",15,"Josh Johnson",CIN,"QB86","6","-","-","3 out of 5 stars","-"
"801",15,"Dominic Richardson",NYJ,"RB185","13","-","-","3 out of 5 stars","-"
"802",15,"Julius Chestnut",TEN,"RB186","9","-","-","3 out of 5 stars","-"
"803",15,"Aidan O'Connell",LV,"QB87","13","-","-","1 out of 5 stars","-"
"804",15,"Zach Wilson",NO,"QB88","8","-","-","3 out of 5 stars","-"
"805",15,"DJ Uiagalelei",LAC,"QB89","7","-","-","2 out of 5 stars","-"
"806",15,"Carson Steele",PHI,"RB187","10","-","-","4 out of 5 stars","-"
"807",15,"Coleman Bennett",MIA,"RB188","6","-","-","3 out of 5 stars","-"
"808",15,"Israel Abanikanda",DAL,"RB189","14","-","-","4 out of 5 stars","-"
"809",15,"Jacardia Wright",SEA,"RB190","11","-","-","4 out of 5 stars","-"
"810",15,"Kendall Milton",CIN,"RB191","6","-","-","2 out of 5 stars","-"
"811",15,"Kyle McCord",GB,"QB90","11","-","-","4 out of 5 stars","-"
"812",15,"Haynes King",CAR,"QB91","5","-","-","2 out of 5 stars","-"
"813",15,"Brandon Allen",NYG,"QB92","8","-","-","4 out of 5 stars","-"
"814",15,"Sam Hartman",WAS,"QB93","7","-","-","2 out of 5 stars","-"
"815",15,"Shane Buechele",BUF,"QB94","7","-","-","3 out of 5 stars","-"
"816",15,"EJ Smith",KC,"RB192","5","-","-","3 out of 5 stars","-"
"817",15,"Cam Miller",MIA,"QB95","6","-","-","3 out of 5 stars","-"
"818",15,"Case Keenum",CHI,"QB96","10","-","-","3 out of 5 stars","-"
"819",15,"Jalon Daniels",TB,"QB97","10","-","-","2 out of 5 stars","-"
"820",15,"Evan Hull",ARI,"RB193","14","-","-","2 out of 5 stars","-"
"821",15,"Dante Miller",FA,"RB194","-","-","-","-","-"
"822",15,"Chris Collier",LV,"RB195","13","-","-","2 out of 5 stars","-"
"823",15,"Damon Bankston",NYG,"RB196","8","-","-","4 out of 5 stars","-"
"824",15,"Josiah Deguara",NYG,"TE186","8","-","-","3 out of 5 stars","-"
"825",15,"Montorie Foster Jr.",SEA,"WR274","11","-","-","3 out of 5 stars","-"
"826",15,"Andrew Beck",NYJ,"TE187","13","-","-","4 out of 5 stars","-"
"827",15,"Pharaoh Brown",IND,"TE188","13","-","-","3 out of 5 stars","-"
"828",15,"Raheem Blackshear",FA,"RB197","-","-","-","-","-"
"829",15,"Raheem Mostert",LV,"RB198","13","-","-","2 out of 5 stars","-523"
"830",15,"Connor Heyward",LV,"TE189","13","-","-","3 out of 5 stars","-"
"831",15,"Salvon Ahmed",CHI,"RB199","10","-","-","2 out of 5 stars","-"
"832",15,"Anthony Hankerson",FA,"RB200","-","-","-","-","-"
"833",15,"Stephen Carlson",CHI,"TE190","10","-","-","2 out of 5 stars","-"
"834",15,"Chris Myarick",LV,"TE191","13","-","-","3 out of 5 stars","-"
"835",15,"Cam Akers",FA,"RB201","-","-","-","-","-"
"836",15,"Owen Wright",HOU,"RB202","8","-","-","4 out of 5 stars","-"
"837",15,"Terion Stewart",KC,"RB203","5","-","-","3 out of 5 stars","-"
"838",15,"Mark Redman",LAR,"TE192","11","-","-","4 out of 5 stars","-"
"839",15,"Dan Villari",LAR,"TE193","11","-","-","4 out of 5 stars","-"
"840",15,"Rohan Jones",LAR,"TE194","11","-","-","4 out of 5 stars","-"
"841",15,"Josh Kattus",CIN,"TE195","6","-","-","3 out of 5 stars","-"
"842",15,"Amar Johnson",LAC,"RB204","7","-","-","3 out of 5 stars","-"
"843",15,"Gus Edwards",FA,"RB205","-","-","-","-","-"
"844",15,"Zack Moss",FA,"RB206","-","-","-","-","-"
"845",15,"Nick Vannett",SEA,"TE196","11","-","-","3 out of 5 stars","-"
"846",15,"Jeff Wilson Jr.",FA,"RB207","-","-","-","-","-"
"847",15,"Trayveon Williams",DET,"RB208","6","-","-","5 out of 5 stars","-"
"848",15,"Caleb Lohner",DEN,"TE197","10","-","-","4 out of 5 stars","-"
"849",15,"Royce Freeman",FA,"RB209","-","-","-","-","-"
"850",15,"D'Onta Foreman",FA,"RB210","-","-","-","-","-"
"851",15,"Dare Ogunbowale",LV,"RB211","13","-","-","2 out of 5 stars","-"
"852",15,"Jashaun Corbin",DAL,"RB212","14","-","-","4 out of 5 stars","-"
"853",15,"Emmanuel Henderson Jr.",SEA,"WR275","11","-","-","3 out of 5 stars","-"
"854",15,"Carlos Washington Jr.",MIA,"RB213","6","-","-","3 out of 5 stars","-"
"855",15,"Gregory Desrosiers",LAC,"RB214","7","-","-","3 out of 5 stars","-"
"856",15,"Clyde Edwards-Helaire",FA,"RB215","-","-","-","-","-"
"857",15,"Darrynton Evans",FA,"RB216","-","-","-","-","-"
"858",15,"Myles Gaskin",FA,"RB217","-","-","-","-","-"
"859",15,"Tyrion Davis-Price",FA,"RB218","-","-","-","-","-"
"860",15,"Laquon Treadwell",IND,"WR276","13","-","-","4 out of 5 stars","-"
"861",15,"D'Ernest Johnson",TEN,"RB219","9","-","-","3 out of 5 stars","-"
"862",15,"Jeff Caldwell",KC,"WR277","5","-","-","2 out of 5 stars","-"
"863",15,"Lucas Scott",BAL,"RB220","13","-","-","3 out of 5 stars","-"
"864",15,"Camden Brown",DAL,"WR278","14","-","-","2 out of 5 stars","-"
"865",15,"Deuce Vaughn",HOU,"RB221","8","-","-","4 out of 5 stars","-"
"866",16,"Brock Lampe",SEA,"RB222","11","-","-","4 out of 5 stars","-"
"867",16,"Eli Pancol",IND,"WR279","13","-","-","4 out of 5 stars","-"
"868",16,"Andrew Armstrong",KC,"WR280","5","-","-","2 out of 5 stars","-"
"869",16,"Sederrick Cunningham",FA,"WR281","-","-","-","-","-"
"870",16,"Raylen Sharpe",IND,"WR282","13","-","-","4 out of 5 stars","-"
"871",16,"Isaiah Neyor",GB,"WR283","11","-","-","5 out of 5 stars","-"
"872",16,"Jacob De Jesus",KC,"WR284","5","-","-","2 out of 5 stars","-"
"873",16,"Sahmir Hagans",IND,"WR285","13","-","-","4 out of 5 stars","-"
"874",16,"Omari Kelly",CHI,"WR286","10","-","-","3 out of 5 stars","-"
"875",16,"Omari Evans",KC,"WR287","5","-","-","2 out of 5 stars","-"
"876",16,"Quez Watkins",PHI,"WR288","10","-","-","4 out of 5 stars","-"
"877",16,"Brennan Presley",LAR,"WR289","11","-","-","1 out of 5 stars","-"
"878",16,"Kaden Prather",GB,"WR290","11","-","-","5 out of 5 stars","-"
"879",16,"Xavier Loyd",KC,"WR291","5","-","-","2 out of 5 stars","-542"
"880",16,"Brandon Smith",PIT,"WR292","9","-","-","3 out of 5 stars","-"
"881",16,"Tru Edwards",LAR,"WR293","11","-","-","1 out of 5 stars","-"
"882",16,"Anthony Smith",DAL,"WR294","14","-","-","2 out of 5 stars","-"
"883",16,"JP Richardson",CHI,"WR295","10","-","-","3 out of 5 stars","-"
"884",16,"Jordan Moore",CIN,"WR296","6","-","-","4 out of 5 stars","-"
"885",16,"Devonte Ross",LAC,"WR297","7","-","-","2 out of 5 stars","-"
"886",16,"Chris Hilton Jr.",GB,"WR298","11","-","-","5 out of 5 stars","-"
"887",16,"Nick Nash",WAS,"WR299","7","-","-","2 out of 5 stars","-"
"888",16,"Sincere Brown",LAC,"WR300","7","-","-","2 out of 5 stars","-"
"889",16,"Jamaal Pritchett",NYJ,"WR301","13","-","-","4 out of 5 stars","-"
"890",16,"E.J. Williams Jr.",LV,"WR302","13","-","-","2 out of 5 stars","-"
"891",16,"Lewis Bond",HOU,"WR303","8","-","-","3 out of 5 stars","-"
"892",16,"Noah Thomas",CIN,"WR304","6","-","-","4 out of 5 stars","-"
"893",16,"Jaden Bradley",WAS,"WR305","7","-","-","2 out of 5 stars","-"
"894",16,"Rashad Rochelle",SEA,"WR306","11","-","-","3 out of 5 stars","-"
"895",16,"Donaven McCulley",MIA,"WR307","6","-","-","3 out of 5 stars","-"
"896",16,"Junior Bergen",NYJ,"WR308","13","-","-","4 out of 5 stars","-"
"897",16,"Tyren Montgomery",TEN,"WR309","9","-","-","3 out of 5 stars","-"
"898",16,"Eric Rivers Jr.",TB,"WR310","10","-","-","4 out of 5 stars","-"
"899",16,"Malik McClain",NYJ,"WR311","13","-","-","4 out of 5 stars","-"
"900",16,"Hakeem Butler",FA,"WR312","-","-","-","-","-"
"901",16,"Brandon Johnson",LV,"WR313","13","-","-","2 out of 5 stars","-"
"902",16,"AJ Henning",MIA,"WR314","6","-","-","3 out of 5 stars","-"
"903",16,"Dane Key",DEN,"WR315","10","-","-","2 out of 5 stars","-"
"904",16,"Jordan Hudson",DAL,"WR316","14","-","-","2 out of 5 stars","-"
"905",16,"Dontae Fleming",MIN,"WR317","6","-","-","5 out of 5 stars","-"
"906",16,"Josh Kelly",HOU,"WR318","8","-","-","3 out of 5 stars","-"
"907",16,"Dillon Bell",MIN,"WR319","6","-","-","5 out of 5 stars","-"
"908",16,"Danny Gray",PHI,"WR320","10","-","-","4 out of 5 stars","-"
"909",16,"Dennis Houston",TB,"WR321","10","-","-","4 out of 5 stars","-"
"910",16,"Stephen Gosnell",BUF,"WR322","7","-","-","4 out of 5 stars","-"
"911",16,"Kolbe Katsis",DEN,"WR323","10","-","-","2 out of 5 stars","-"
"912",16,"Dean Patterson IV",TB,"WR324","10","-","-","4 out of 5 stars","-"
"913",16,"Treyvhon Saunders",HOU,"WR325","8","-","-","3 out of 5 stars","-"
"914",16,"Trey Palmer",NO,"WR326","8","-","-","3 out of 5 stars","-"
"915",16,"Cameron Ross",DEN,"WR327","10","-","-","2 out of 5 stars","-"
"916",16,"Daniel Sobkowicz",HOU,"WR328","8","-","-","3 out of 5 stars","-"
"917",16,"Max Tomczak",BUF,"WR329","7","-","-","4 out of 5 stars","-"
"918",16,"Ja'Mori Maclin",BUF,"WR330","7","-","-","4 out of 5 stars","-"
"919",16,"Hank Beatty",TEN,"WR331","9","-","-","3 out of 5 stars","-"
"920",16,"Keelan Marion",ATL,"WR332","11","-","-","3 out of 5 stars","-"
"921",16,"Nick DeGennaro",NE,"WR333","11","-","-","2 out of 5 stars","-"
"922",16,"Courtney Jackson",TEN,"WR334","9","-","-","3 out of 5 stars","-"
"923",16,"Cameron Dorner",NE,"WR335","11","-","-","2 out of 5 stars","-"
"924",16,"Lance McCutcheon",TEN,"WR336","9","-","-","3 out of 5 stars","-"
"925",16,"Kobe Prentice",NYG,"WR337","8","-","-","4 out of 5 stars","-"
"926",16,"Kyle Dixon",NE,"WR338","11","-","-","2 out of 5 stars","-"
"927",16,"Brock Rechsteiner",NO,"WR339","8","-","-","3 out of 5 stars","-"
"928",16,"Jackson Meeks",DET,"WR340","6","-","-","4 out of 5 stars","-"
"929",16,"Luke Floriea",CLE,"WR341","11","-","-","3 out of 5 stars","-"
"930",16,"Kole Wilson",CLE,"WR342","11","-","-","3 out of 5 stars","-"
"931",16,"Wesley Grimes",SF,"WR343","8","-","-","2 out of 5 stars","-"
"932",16,"Bryson Green",FA,"WR344","-","-","-","-","-"
"933",16,"Harrison Wallace III",ARI,"WR345","14","-","-","2 out of 5 stars","-"
"934",16,"Xavier Guillory",BAL,"WR346","13","-","-","4 out of 5 stars","-"
"935",16,"Cortez Braham Jr.",BAL,"WR347","13","-","-","4 out of 5 stars","-"
"936",16,"Octavian Smith Jr.",BAL,"WR348","13","-","-","4 out of 5 stars","-"
"937",16,"Cornelius Johnson",BAL,"WR349","13","-","-","4 out of 5 stars","-"
"938",16,"Irv Charles",SEA,"WR350","11","-","-","3 out of 5 stars","-"
"939",16,"Phillip Dorsett II",LV,"WR351","13","-","-","2 out of 5 stars","-"
"940",16,"Ihmir Smith-Marsette",ARI,"WR352","14","-","-","2 out of 5 stars","-"
"941",16,"Trenton Irwin",SF,"WR353","8","-","-","2 out of 5 stars","-"
